gene_id	transcript_id(s)	3h_Sal-Brk-dark_2	3h_Sal-Brk-dark_3	3h_Sal-Brk-light_2	3h_Sal-Brk-light_3	3h_Ubi-Brk-light_2	3h_Ubi-Brk-light_3
FBgn0264556	FBtr0081508,FBtr0081509,FBtr0081510,FBtr0081511	1.00	8.00	3.00	4.00	6.00	3.00
FBgn0264560	FBtr0087897,FBtr0087898,FBtr0305075	4856.00	3643.00	4700.00	4121.00	4528.00	4711.00
FBgn0264561	FBtr0078388,FBtr0332717	9121.00	11431.00	12227.00	12304.00	13473.00	12727.00
FBgn0264562	FBtr0333337,FBtr0333338,FBtr0333339,FBtr0333340,FBtr0333341,FBtr0333342,FBtr0333343,FBtr0333344,FBtr0333345	7.00	5.00	10.00	4.00	3.00	27.00
FBgn0264563	FBtr0333426	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264564	FBtr0344128,FBtr0344129	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264565	FBtr0333424	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264566	FBtr0333448	1.00	0.00	0.00	0.00	1.00	0.00
FBgn0264567	FBtr0333457	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264568	FBtr0333469	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264569	FBtr0333471	0.00	0.00	0.00	0.00	1.00	0.00
FBgn0264570	FBtr0333470	0.00	0.00	0.00	0.00	0.00	2.00
FBgn0264571	FBtr0333480	93.00	88.00	147.00	88.00	149.00	141.00
FBgn0264572	FBtr0333481	261.00	279.00	372.00	311.00	522.00	490.00
FBgn0264573	FBtr0333483	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264574	FBtr0333493,FBtr0333494,FBtr0333495,FBtr0333496,FBtr0333497,FBtr0333498,FBtr0333499,FBtr0333500,FBtr0333501,FBtr0333502,FBtr0333503,FBtr0333504,FBtr0333505,FBtr0333506,FBtr0333507,FBtr0333508,FBtr0333509,FBtr0345689,FBtr0345690,FBtr0347552	372.00	586.00	1276.00	699.00	1037.00	1528.00
FBgn0264598	FBtr0333526,FBtr0333527,FBtr0333528,FBtr0333529,FBtr0333530,FBtr0333531,FBtr0333532,FBtr0333533	15.00	21.00	20.00	28.00	16.00	12.00
FBgn0264599	FBtr0333552	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264600	FBtr0344584	4.00	1.00	6.00	0.00	2.00	0.00
FBgn0264601	FBtr0344585	2.00	0.00	2.00	2.00	3.00	1.00
FBgn0264602	FBtr0333615	2.00	2.00	2.00	3.00	9.00	2.00
FBgn0264603	FBtr0344586	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264604	FBtr0333623	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264605	FBtr0333628	2237.94	1997.42	2116.74	2266.66	2078.80	2082.00
FBgn0264606	FBtr0333629,FBtr0333630,FBtr0333631,FBtr0333632	0.00	0.00	1.00	2.00	0.00	0.00
FBgn0264607	FBtr0089217,FBtr0089218,FBtr0089219,FBtr0100146,FBtr0100147,FBtr0100148,FBtr0300377,FBtr0300378,FBtr0300379,FBtr0333673,FBtr0333674,FBtr0333675	5937.00	6155.00	6583.00	6361.00	7284.00	7540.00
FBgn0264616	FBtr0333703	0.00	0.00	1.00	0.00	0.00	0.00
FBgn0264617	FBtr0333704,FBtr0333705	38.00	42.00	33.00	30.00	41.00	32.00
FBgn0264618	FBtr0333707	57.66	62.95	49.33	50.50	107.57	84.53
FBgn0264672	FBtr0077767,FBtr0330685	3506.00	3584.00	3781.00	3986.00	3561.00	3435.00
FBgn0264674	FBtr0333763	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264675	FBtr0333769,FBtr0333770	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264676	FBtr0344562	2.00	2.00	0.00	0.00	0.00	3.00
FBgn0264677	FBtr0333773,FBtr0345927	0.00	0.00	0.00	2.00	1.00	0.00
FBgn0264678	FBtr0333774,FBtr0333775	31.00	60.00	51.00	56.00	66.00	64.00
FBgn0264679	FBtr0333776	44.00	43.00	35.00	46.00	54.00	40.00
FBgn0264691	FBtr0071368	3673.00	3625.00	3765.00	3855.00	3790.00	3842.00
FBgn0264693	FBtr0073265,FBtr0073266,FBtr0073267,FBtr0073268,FBtr0073269,FBtr0113135,FBtr0310633,FBtr0310634,FBtr0310635,FBtr0310636,FBtr0310637,FBtr0345589	12176.00	11631.00	13078.00	12790.00	12587.00	12906.00
FBgn0264694	FBtr0082406	5661.00	5873.00	5545.00	6206.00	5266.00	5018.00
FBgn0264695	FBtr0080895,FBtr0080896,FBtr0080897,FBtr0080898,FBtr0080899,FBtr0080900,FBtr0080901,FBtr0080902,FBtr0080903,FBtr0080905,FBtr0080906,FBtr0080907,FBtr0301827,FBtr0301828,FBtr0301829,FBtr0307492,FBtr0307493,FBtr0307494,FBtr0307495,FBtr0307496,FBtr0346712	19371.00	349.00	2281.00	12886.00	1561.00	4815.00
FBgn0264696	FBtr0333890	2.00	0.00	1.00	1.00	0.00	0.00
FBgn0264697	FBtr0333868	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264698	FBtr0333905	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264699	FBtr0333915	0.00	0.00	0.00	1.00	0.00	0.00
FBgn0264700	FBtr0333900	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264701	FBtr0333906	0.00	1.00	2.00	3.00	1.00	1.00
FBgn0264702	FBtr0333936	6.00	7.00	4.00	8.00	9.00	3.00
FBgn0264703	FBtr0333937	8.00	8.00	5.00	10.00	18.00	9.00
FBgn0264704	FBtr0333938	0.00	0.00	0.00	0.00	1.00	0.00
FBgn0264705	FBtr0333950	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264706	FBtr0333951	4.00	4.00	9.00	6.00	9.00	14.00
FBgn0264707	FBtr0333952,FBtr0333953,FBtr0333954,FBtr0333955,FBtr0333956,FBtr0333957,FBtr0333958,FBtr0333959,FBtr0333960,FBtr0333961,FBtr0333962,FBtr0479920	2088.00	2053.00	2343.00	2133.00	2374.00	2584.00
FBgn0264708	FBtr0333965	4.00	0.00	7.00	6.00	0.00	9.00
FBgn0264709	FBtr0333968	0.00	0.00	2.00	3.00	0.00	4.00
FBgn0264710	FBtr0333966	10.00	7.00	2.00	2.00	6.00	12.00
FBgn0264711	FBtr0333973,FBtr0333974	2113.00	2237.00	2925.00	2532.00	2605.00	3035.00
FBgn0264712	FBtr0078792,FBtr0309312,FBtr0333810	1252.00	1316.00	1355.00	1407.00	1353.00	1352.00
FBgn0264713	FBtr0334045	0.00	3.00	0.00	0.00	2.00	1.00
FBgn0264714	FBtr0334046	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264715	FBtr0334050	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264716	FBtr0334049	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264717	FBtr0334051	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264719	FBtr0334058	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264720	FBtr0334095	0.00	0.00	0.00	1.00	0.00	0.00
FBgn0264721	FBtr0334097	20.00	18.00	19.00	21.00	25.00	21.00
FBgn0264722	FBtr0334101	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264723	FBtr0344637	1.00	0.00	0.00	1.00	0.00	0.00
FBgn0264724	FBtr0334106	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264725	FBtr0334108	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264726	FBtr0334107	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264727	FBtr0334112	4.00	7.00	11.00	13.00	11.00	15.00
FBgn0264738	FBtr0334115	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264739	FBtr0334116	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264740	FBtr0339667,FBtr0339668,FBtr0346524	21.76	15.87	20.66	0.00	25.08	11.62
FBgn0264741	FBtr0339665,FBtr0339666	25.24	35.13	35.34	49.00	42.92	35.38
FBgn0264742	FBtr0334119,FBtr0334120,FBtr0334121,FBtr0334122,FBtr0334123	2952.98	3261.94	3027.85	3337.74	2872.56	2959.31
FBgn0264743	FBtr0334124,FBtr0334125,FBtr0334126,FBtr0334127,FBtr0334128	2952.98	3261.94	3027.85	3337.74	2872.56	2959.31
FBgn0264744	FBtr0334134	421.00	452.00	512.00	487.00	549.00	509.00
FBgn0264745	FBtr0339505	436.00	411.00	410.00	441.00	410.00	407.00
FBgn0264746	FBtr0344997,FBtr0344998	10.00	6.00	17.00	24.00	13.00	20.00
FBgn0264747	FBtr0334130,FBtr0334131	0.00	1.00	4.00	2.00	1.00	1.00
FBgn0264748	FBtr0334132	1.00	5.00	2.00	4.00	4.00	5.00
FBgn0264750	FBtr0334143,FBtr0344447	25.00	0.00	25.00	0.00	53.00	7.00
FBgn0264751	FBtr0334144,FBtr0334145	395.00	492.00	404.00	465.00	531.00	441.00
FBgn0264753	FBtr0334282,FBtr0334283,FBtr0334284	4.00	15.00	7.00	8.00	7.00	10.00
FBgn0264775	FBtr0334150,FBtr0334151	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264776	FBtr0334152	2.00	0.00	7.00	0.00	1.00	0.00
FBgn0264785	FBtr0334274,FBtr0334275,FBtr0334276,FBtr0344333	2637.16	3050.48	2597.21	2818.11	2818.17	2711.81
FBgn0264786	FBtr0334321	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264787	FBtr0334323	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264788	FBtr0334324	2.00	1.00	2.00	3.00	1.00	3.00
FBgn0264789	FBtr0472591,FBtr0472592	1.00	0.00	4.00	1.00	3.00	0.00
FBgn0264790	FBtr0334330	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264791	FBtr0334338	1.00	0.00	0.00	0.00	0.00	1.00
FBgn0264792	FBtr0334340	0.00	0.00	1.00	0.00	0.00	0.00
FBgn0264793	FBtr0334476	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264794	FBtr0334481	16.00	20.00	41.00	24.00	56.00	49.00
FBgn0264810	FBtr0080634	3.00	12.00	7.00	9.00	2.00	11.00
FBgn0264815	FBtr0334135,FBtr0334136,FBtr0334137,FBtr0334138,FBtr0334139,FBtr0334140,FBtr0334141,FBtr0334142,FBtr0344148	49.00	18.00	61.00	22.00	23.00	46.00
FBgn0264816	FBtr0334146,FBtr0334147,FBtr0334148,FBtr0334149	1895.00	1917.00	2210.00	2098.00	2055.00	2038.00
FBgn0264817	FBtr0347596,FBtr0347597	490.56	655.92	702.91	698.87	999.98	945.90
FBgn0264818	FBtr0334466	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264819	FBtr0334480	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264820	FBtr0334478	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264821	FBtr0334490,FBtr0344970	319.00	352.00	538.00	397.00	536.00	766.00
FBgn0264822	FBtr0334620,FBtr0334621,FBtr0344192	201.00	196.00	204.00	197.00	228.00	302.00
FBgn0264823	FBtr0334623,FBtr0334624	15.00	22.00	7.00	11.00	31.00	18.00
FBgn0264824	FBtr0344588	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264825	FBtr0334665	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264826	FBtr0334679,FBtr0334680	0.00	1.00	3.00	0.00	0.00	1.00
FBgn0264827	FBtr0334683	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264828	FBtr0334690	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264829	FBtr0334691	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0264830	FBtr0334692	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264831	FBtr0334693	0.00	1.00	0.00	0.00	0.00	3.00
FBgn0264832	FBtr0334694	15.00	5.00	2.00	0.00	7.00	9.00
FBgn0264833	FBtr0334697	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264834	FBtr0334738	144.00	226.00	257.00	268.00	211.00	237.00
FBgn0264835	FBtr0334737	21.00	34.00	53.00	27.00	41.00	49.00
FBgn0264836	FBtr0334698	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264837	FBtr0334704	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264838	FBtr0334708,FBtr0334709	4.00	1.00	0.00	2.00	1.00	1.00
FBgn0264839	FBtr0334721,FBtr0334722	2.00	0.00	0.00	0.00	0.00	2.00
FBgn0264840	FBtr0334726	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264841	FBtr0334727	5.00	3.00	3.00	2.00	2.00	4.00
FBgn0264842	FBtr0334744	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264843	FBtr0334745	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264844	FBtr0334771	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264845	FBtr0475187	4.00	1.00	11.00	2.00	7.00	4.00
FBgn0264848	FBtr0075958	4655.00	4889.00	4859.00	5674.00	4936.00	5073.00
FBgn0264855	FBtr0089488,FBtr0089489	8640.00	7193.00	8107.00	8102.00	7863.00	8068.00
FBgn0264857	FBtr0306338,FBtr0306339,FBtr0306340,FBtr0309897,FBtr0336887,FBtr0336888,FBtr0336889,FBtr0336890,FBtr0336891,FBtr0336892,FBtr0336893,FBtr0336894	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264862	FBtr0334775	29.00	39.00	35.00	27.00	54.00	30.00
FBgn0264863	FBtr0334776	40.00	40.00	42.00	28.09	63.00	69.00
FBgn0264864	FBtr0334780	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264865	FBtr0334784,FBtr0334785	0.00	0.00	0.00	0.00	2.00	0.00
FBgn0264866	FBtr0334786	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264867	FBtr0334788,FBtr0342950	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264868	FBtr0334789	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264869	FBtr0334793	4.00	1.00	1.00	3.00	0.00	3.00
FBgn0264870	FBtr0334798	3.00	0.00	0.00	0.00	0.00	0.00
FBgn0264871	FBtr0334815	0.00	0.00	0.00	4.00	0.00	1.00
FBgn0264872	FBtr0334816	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264873	FBtr0334819	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264874	FBtr0334811	1.00	2.00	1.00	1.00	0.00	2.00
FBgn0264875	FBtr0334812	1.00	0.00	0.00	5.00	0.00	2.00
FBgn0264876	FBtr0334803	0.00	0.00	0.00	1.00	0.00	3.00
FBgn0264877	FBtr0334804,FBtr0334805	3.00	4.00	2.00	11.00	6.00	4.00
FBgn0264878	FBtr0334806	0.00	1.00	0.00	0.00	0.00	1.00
FBgn0264879	FBtr0334809	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264880	FBtr0334802	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264882	FBtr0334828	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264883	FBtr0334827	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264884	FBtr0334825	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264885	FBtr0334830	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264886	FBtr0334831	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264887	FBtr0334834	5.00	4.00	13.00	7.00	7.00	10.00
FBgn0264888	FBtr0334837	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264889	FBtr0334839	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264890	FBtr0334840	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264891	FBtr0334845	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264892	FBtr0334864	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0264893	FBtr0334882	5.00	5.00	5.00	9.00	15.00	11.00
FBgn0264894	FBtr0334851,FBtr0334852,FBtr0334853,FBtr0334854,FBtr0334855,FBtr0334856,FBtr0334857,FBtr0334858,FBtr0334859,FBtr0334860,FBtr0334861,FBtr0334862,FBtr0334863	439.00	141.00	236.00	330.00	213.00	290.00
FBgn0264895	FBtr0334846,FBtr0334847,FBtr0334848,FBtr0334849,FBtr0334850	1516.00	1428.00	2059.00	1605.00	1980.00	2322.00
FBgn0264896	FBtr0334878	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264897	FBtr0334905	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264898	FBtr0334914	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264899	FBtr0334931	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264900	FBtr0334932	1.00	4.00	2.00	4.00	1.00	3.00
FBgn0264901	FBtr0334944	10.00	7.00	3.00	5.00	9.00	2.00
FBgn0264902	FBtr0334945	4.00	18.00	13.00	14.00	10.00	18.00
FBgn0264903	FBtr0334958	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264904	FBtr0334954	6.00	12.00	3.00	13.00	13.00	10.00
FBgn0264905	FBtr0334962,FBtr0345276	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264906	FBtr0334963,FBtr0343102	135.41	142.82	148.41	122.82	197.83	208.08
FBgn0264907	FBtr0334964,FBtr0334965,FBtr0334966,FBtr0345143	3.00	3.00	15.00	12.00	13.00	15.00
FBgn0264908	FBtr0334970,FBtr0334971,FBtr0334972,FBtr0334973,FBtr0334974,FBtr0334975,FBtr0334976,FBtr0334977,FBtr0334978,FBtr0334979,FBtr0334980,FBtr0334981,FBtr0334982,FBtr0334983,FBtr0474160,FBtr0474161,FBtr0474162	1.00	0.00	0.00	0.00	0.00	0.00
FBgn0264909	FBtr0334987	0.00	1.00	0.00	0.00	1.00	0.00
FBgn0264911	FBtr0345943,FBtr0345944	2.00	0.00	3.00	3.00	3.00	2.00
FBgn0264912	FBtr0335001	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264914	FBtr0334999	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264915	FBtr0335017,FBtr0344303	0.00	0.00	0.00	0.00	1.00	0.00
FBgn0264916	FBtr0335018	0.00	0.00	0.00	0.00	1.00	0.00
FBgn0264922	FBtr0079356,FBtr0346716	25970.00	34358.00	30280.00	34011.00	32209.00	30269.00
FBgn0264939	FBtr0335050	4.00	9.00	6.00	3.00	9.00	1.00
FBgn0264940	FBtr0335051	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264941	FBtr0335121	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264942	FBtr0335124	0.00	0.00	1.00	0.00	11.00	5.00
FBgn0264943	FBtr0335168	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264944	FBtr0335165	0.00	0.00	0.00	1.00	0.00	0.00
FBgn0264945	FBtr0335164	14.00	7.00	11.00	14.00	12.00	14.00
FBgn0264946	FBtr0335158	1.00	2.00	0.00	0.00	1.00	0.00
FBgn0264947	FBtr0335185	0.00	1.00	1.00	0.00	0.00	0.00
FBgn0264948	FBtr0335189	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264949	FBtr0335188	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264950	FBtr0335191	55.00	77.00	98.00	46.00	148.00	223.00
FBgn0264951	FBtr0335193	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264952	FBtr0335192	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264953	FBtr0335175,FBtr0335176,FBtr0335177,FBtr0335178,FBtr0335179,FBtr0335180,FBtr0335181,FBtr0335182,FBtr0335183,FBtr0347414,FBtr0347415	8091.00	5298.00	5527.00	5440.00	6345.00	5055.00
FBgn0264954	FBtr0335187,FBtr0474231	1.00	2.00	2.00	0.00	2.00	1.00
FBgn0264955	FBtr0335255	0.00	2.00	8.00	6.00	7.00	9.00
FBgn0264956	FBtr0335264	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264957	FBtr0335265	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264958	FBtr0335267,FBtr0335268	9.00	11.00	12.00	17.00	13.00	15.00
FBgn0264959	FBtr0335275,FBtr0335276	11653.00	9268.00	11376.00	10619.00	11401.00	11274.00
FBgn0264960	FBtr0335277	0.00	0.00	1.00	0.00	6.00	4.00
FBgn0264961	FBtr0335288	0.00	0.00	0.00	1.00	0.00	2.00
FBgn0264962	FBtr0301513,FBtr0302109,FBtr0302294,FBtr0302560,FBtr0339985,FBtr0339986,FBtr0345528	8047.00	8320.00	9660.00	9126.00	9670.00	10691.00
FBgn0264975	FBtr0071207,FBtr0071208,FBtr0071209,FBtr0301762,FBtr0301763,FBtr0301764,FBtr0305914,FBtr0333522,FBtr0333523	45404.00	50004.00	49553.00	52027.00	55559.00	49296.00
FBgn0264978	FBtr0077782,FBtr0335169	2703.00	2619.00	2991.00	2855.00	2758.00	2804.00
FBgn0264979	FBtr0077751,FBtr0335159	9.00	10.00	10.00	16.00	33.00	22.00
FBgn0264980	FBtr0335287	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264982	FBtr0335425	7.00	0.13	0.00	0.00	0.00	0.00
FBgn0264983	FBtr0335428	0.00	0.00	0.00	1.00	0.00	1.00
FBgn0264984	FBtr0335437	3.00	5.00	4.00	2.00	1.00	5.00
FBgn0264985	FBtr0335442	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264986	FBtr0335446	3.00	0.00	2.00	0.00	1.00	2.00
FBgn0264987	FBtr0335457	1.00	0.00	6.00	6.00	1.00	0.00
FBgn0264988	FBtr0335463	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264989	FBtr0335467	0.00	0.00	0.00	0.50	0.00	0.00
FBgn0264990	FBtr0335468	0.00	0.00	0.00	0.50	0.00	0.00
FBgn0264991	FBtr0335461	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264992	FBtr0335469	1.00	0.00	0.00	0.00	0.00	0.00
FBgn0264993	FBtr0335477	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264994	FBtr0335470	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264995	FBtr0335500	3.00	1.00	0.00	4.00	2.00	4.00
FBgn0264996	FBtr0335483	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264997	FBtr0335490	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0264998	FBtr0335493	0.00	3.00	0.00	1.00	0.00	0.00
FBgn0264999	FBtr0335496	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265000	FBtr0335498	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265001	FBtr0335505	3.00	2.00	1.00	2.00	2.00	1.00
FBgn0265002	FBtr0335509,FBtr0335510	0.00	0.00	4.00	0.00	6.00	17.00
FBgn0265003	FBtr0335512,FBtr0335513,FBtr0335514,FBtr0335515,FBtr0335516,FBtr0335517	8453.00	8466.00	8365.00	8954.00	8797.00	7821.00
FBgn0265011	FBtr0112560,FBtr0307883	966.00	1165.00	2043.00	1435.00	1674.00	2500.00
FBgn0265017	FBtr0334810	4.00	0.00	4.00	2.00	3.00	4.00
FBgn0265038	FBtr0336465	0.00	0.00	1.00	0.00	4.00	0.00
FBgn0265039	FBtr0336464	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265040	FBtr0336463	1.00	0.00	0.00	2.00	4.00	3.00
FBgn0265041	FBtr0336470	5.00	4.00	10.00	1.00	6.00	7.00
FBgn0265042	FBtr0336473,FBtr0336474,FBtr0336475,FBtr0336476,FBtr0336477,FBtr0336478,FBtr0336479	1744.24	2124.33	2587.56	2353.19	2807.36	2890.34
FBgn0265043	FBtr0336488	0.00	0.00	0.00	1.00	0.00	0.00
FBgn0265044	FBtr0336521,FBtr0336522	1.00	1.00	1.00	1.00	3.00	3.00
FBgn0265045	FBtr0336643,FBtr0336644,FBtr0336645,FBtr0336646,FBtr0336647,FBtr0336648,FBtr0336649,FBtr0336650,FBtr0336651,FBtr0336652	1564.00	1242.00	1470.00	1412.00	1262.00	1480.00
FBgn0265046	FBtr0336639	0.00	1.00	0.00	1.00	0.00	0.00
FBgn0265047	FBtr0473381,FBtr0473382	3.34	1.27	0.00	2.38	1.25	1.19
FBgn0265048	FBtr0083189	260.00	140.00	115.00	109.00	101.00	120.00
FBgn0265049	FBtr0336657	3.00	0.00	2.00	3.00	0.00	5.00
FBgn0265050	FBtr0336660	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265051	FBtr0336661	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265052	FBtr0336678,FBtr0336679,FBtr0336680	154.00	115.00	98.00	148.00	184.00	115.00
FBgn0265053	FBtr0336735	0.00	0.00	2.00	0.00	1.00	3.00
FBgn0265058	FBtr0336742,FBtr0336743	47.00	47.00	55.00	44.00	75.00	41.00
FBgn0265059	FBtr0336744	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265060	FBtr0344617	11.00	18.00	12.00	10.00	17.00	12.00
FBgn0265061	FBtr0336875	17.00	16.00	14.00	24.00	15.00	18.00
FBgn0265062	FBtr0344589	0.00	3.00	1.00	2.00	1.00	2.00
FBgn0265063	FBtr0336793	0.00	0.00	2.00	0.00	0.00	0.00
FBgn0265064	FBtr0336791,FBtr0336792,FBtr0345277	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265065	FBtr0336796	1.00	9.00	7.00	11.00	5.00	9.00
FBgn0265066	FBtr0336795	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265067	FBtr0344590,FBtr0344591,FBtr0344592	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0265068	FBtr0336803	22.00	35.00	53.00	41.00	88.00	86.00
FBgn0265069	FBtr0336852	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265070	FBtr0336849	1.00	1.00	2.00	3.00	11.00	9.00
FBgn0265071	FBtr0336865	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265072	FBtr0336839	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265073	FBtr0336845	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265074	FBtr0336836	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265075	FBtr0336837	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265076	FBtr0336826	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265077	FBtr0336827	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265078	FBtr0336815	0.00	1.00	0.00	0.00	0.00	0.00
FBgn0265079	FBtr0336821	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265080	FBtr0336816	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265081	FBtr0336807,FBtr0336808	3.00	0.00	3.00	0.00	1.00	0.00
FBgn0265082	FBtr0336809,FBtr0336810,FBtr0336811,FBtr0336812	7232.00	6165.00	7368.00	6607.00	7555.00	7674.00
FBgn0265083	FBtr0336814,FBtr0344448	1226.00	1495.00	1320.50	1357.50	1325.50	1316.00
FBgn0265084	FBtr0336853	1.22	0.00	0.00	0.00	1.28	0.00
FBgn0265085	FBtr0336858	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265086	FBtr0336854	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265087	FBtr0475223	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265088	FBtr0336856	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265089	FBtr0076701	6.00	3.00	11.00	6.00	1.00	6.00
FBgn0265095	FBtr0336881	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265096	FBtr0336910	0.00	2.00	0.00	1.00	3.00	0.00
FBgn0265097	FBtr0344614	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0265098	FBtr0336914	3.00	0.00	1.00	0.00	1.00	0.00
